profileID,respID,qID,altID,obsID,type,price,freshness,image
62,485,6,2,3878,Gala,3.5,Average,gala.jpg
64,485,6,3,3878,Pink Lady,3.5,Average,pinkLady.jpg
2,485,7,1,3879,Gala,1,Excellent,gala.jpg
91,485,7,2,3879,Fuji,3,Poor,fuji.jpg
70,485,7,3,3879,Red Delicious,4,Average,redDelicious.jpg
62,485,8,1,3880,Gala,3.5,Average,gala.jpg
54,485,8,2,3880,Pink Lady,2.5,Average,pinkLady.jpg
105,485,8,3,3880,Red Delicious,4,Poor,redDelicious.jpg
48,486,1,1,3881,Honeycrisp,2,Average,honeycrisp.jpg
55,486,1,2,3881,Red Delicious,2.5,Average,redDelicious.jpg
19,486,1,3,3881,Pink Lady,2.5,Excellent,pinkLady.jpg
18,486,2,1,3882,Honeycrisp,2.5,Excellent,honeycrisp.jpg
82,486,2,2,3882,Gala,2,Poor,gala.jpg
98,486,2,3,3882,Honeycrisp,3.5,Poor,honeycrisp.jpg
35,486,3,1,3883,Red Delicious,4,Excellent,redDelicious.jpg
11,486,3,2,3883,Fuji,2,Excellent,fuji.jpg
6,486,3,3,3883,Fuji,1.5,Excellent,fuji.jpg
11,486,4,1,3884,Fuji,2,Excellent,fuji.jpg
61,486,4,2,3884,Fuji,3.5,Average,fuji.jpg
1,486,4,3,3884,Fuji,1,Excellent,fuji.jpg
2,486,5,1,3885,Gala,1,Excellent,gala.jpg
6,486,5,2,3885,Fuji,1.5,Excellent,fuji.jpg
32,486,5,3,3885,Gala,4,Excellent,gala.jpg
10,486,6,1,3886,Red Delicious,1.5,Excellent,redDelicious.jpg
50,486,6,2,3886,Red Delicious,2,Average,redDelicious.jpg
102,486,6,3,3886,Gala,4,Poor,gala.jpg
98,486,7,1,3887,Honeycrisp,3.5,Poor,honeycrisp.jpg
86,486,7,2,3887,Fuji,2.5,Poor,fuji.jpg
17,486,7,3,3887,Gala,2.5,Excellent,gala.jpg
3,486,8,1,3888,Honeycrisp,1,Excellent,honeycrisp.jpg
13,486,8,2,3888,Honeycrisp,2,Excellent,honeycrisp.jpg
104,486,8,3,3888,Pink Lady,4,Poor,pinkLady.jpg
31,487,1,1,3889,Fuji,4,Excellent,fuji.jpg
2,487,1,2,3889,Gala,1,Excellent,gala.jpg
90,487,1,3,3889,Red Delicious,2.5,Poor,redDelicious.jpg
51,487,2,1,3890,Fuji,2.5,Average,fuji.jpg
103,487,2,2,3890,Honeycrisp,4,Poor,honeycrisp.jpg
35,487,2,3,3890,Red Delicious,4,Excellent,redDelicious.jpg
16,487,3,1,3891,Fuji,2.5,Excellent,fuji.jpg
89,487,3,2,3891,Pink Lady,2.5,Poor,pinkLady.jpg
96,487,3,3,3891,Fuji,3.5,Poor,fuji.jpg
53,487,4,1,3892,Honeycrisp,2.5,Average,honeycrisp.jpg
72,487,4,2,3892,Gala,1,Poor,gala.jpg
105,487,4,3,3892,Red Delicious,4,Poor,redDelicious.jpg
19,487,5,1,3893,Pink Lady,2.5,Excellent,pinkLady.jpg
2,487,5,2,3893,Gala,1,Excellent,gala.jpg
40,487,5,3,3893,Red Delicious,1,Average,redDelicious.jpg
42,487,6,1,3894,Gala,1.5,Average,gala.jpg
49,487,6,2,3894,Pink Lady,2,Average,pinkLady.jpg
105,487,6,3,3894,Red Delicious,4,Poor,redDelicious.jpg
38,487,7,1,3895,Honeycrisp,1,Average,honeycrisp.jpg
98,487,7,2,3895,Honeycrisp,3.5,Poor,honeycrisp.jpg
28,487,7,3,3895,Honeycrisp,3.5,Excellent,honeycrisp.jpg
89,487,8,1,3896,Pink Lady,2.5,Poor,pinkLady.jpg
56,487,8,2,3896,Fuji,3,Average,fuji.jpg
38,487,8,3,3896,Honeycrisp,1,Average,honeycrisp.jpg
36,488,1,1,3897,Fuji,1,Average,fuji.jpg
71,488,1,2,3897,Fuji,1,Poor,fuji.jpg
55,488,1,3,3897,Red Delicious,2.5,Average,redDelicious.jpg
79,488,2,1,3898,Pink Lady,1.5,Poor,pinkLady.jpg
37,488,2,2,3898,Gala,1,Average,gala.jpg
72,488,2,3,3898,Gala,1,Poor,gala.jpg
25,488,3,1,3899,Red Delicious,3,Excellent,redDelicious.jpg
33,488,3,2,3899,Honeycrisp,4,Excellent,honeycrisp.jpg
89,488,3,3,3899,Pink Lady,2.5,Poor,pinkLady.jpg
76,488,4,1,3900,Fuji,1.5,Poor,fuji.jpg
105,488,4,2,3900,Red Delicious,4,Poor,redDelicious.jpg
20,488,4,3,3900,Red Delicious,2.5,Excellent,redDelicious.jpg
89,488,5,1,3901,Pink Lady,2.5,Poor,pinkLady.jpg
59,488,5,2,3901,Pink Lady,3,Average,pinkLady.jpg
91,488,5,3,3901,Fuji,3,Poor,fuji.jpg
83,488,6,1,3902,Honeycrisp,2,Poor,honeycrisp.jpg
92,488,6,2,3902,Gala,3,Poor,gala.jpg
59,488,6,3,3902,Pink Lady,3,Average,pinkLady.jpg
81,488,7,1,3903,Fuji,2,Poor,fuji.jpg
42,488,7,2,3903,Gala,1.5,Average,gala.jpg
89,488,7,3,3903,Pink Lady,2.5,Poor,pinkLady.jpg
68,488,8,1,3904,Honeycrisp,4,Average,honeycrisp.jpg
74,488,8,2,3904,Pink Lady,1,Poor,pinkLady.jpg
71,488,8,3,3904,Fuji,1,Poor,fuji.jpg
5,489,1,1,3905,Red Delicious,1,Excellent,redDelicious.jpg
74,489,1,2,3905,Pink Lady,1,Poor,pinkLady.jpg
37,489,1,3,3905,Gala,1,Average,gala.jpg
51,489,2,1,3906,Fuji,2.5,Average,fuji.jpg
97,489,2,2,3906,Gala,3.5,Poor,gala.jpg
42,489,2,3,3906,Gala,1.5,Average,gala.jpg
40,489,3,1,3907,Red Delicious,1,Average,redDelicious.jpg
47,489,3,2,3907,Gala,2,Average,gala.jpg
97,489,3,3,3907,Gala,3.5,Poor,gala.jpg
41,489,4,1,3908,Fuji,1.5,Average,fuji.jpg
102,489,4,2,3908,Gala,4,Poor,gala.jpg
15,489,4,3,3908,Red Delicious,2,Excellent,redDelicious.jpg
9,489,5,1,3909,Pink Lady,1.5,Excellent,pinkLady.jpg
18,489,5,2,3909,Honeycrisp,2.5,Excellent,honeycrisp.jpg
104,489,5,3,3909,Pink Lady,4,Poor,pinkLady.jpg
104,489,6,1,3910,Pink Lady,4,Poor,pinkLady.jpg
53,489,6,2,3910,Honeycrisp,2.5,Average,honeycrisp.jpg
15,489,6,3,3910,Red Delicious,2,Excellent,redDelicious.jpg
58,489,7,1,3911,Honeycrisp,3,Average,honeycrisp.jpg
102,489,7,2,3911,Gala,4,Poor,gala.jpg
49,489,7,3,3911,Pink Lady,2,Average,pinkLady.jpg
69,489,8,1,3912,Pink Lady,4,Average,pinkLady.jpg
7,489,8,2,3912,Gala,1.5,Excellent,gala.jpg
71,489,8,3,3912,Fuji,1,Poor,fuji.jpg
91,490,1,1,3913,Fuji,3,Poor,fuji.jpg
97,490,1,2,3913,Gala,3.5,Poor,gala.jpg
57,490,1,3,3913,Gala,3,Average,gala.jpg
57,490,2,1,3914,Gala,3,Average,gala.jpg
59,490,2,2,3914,Pink Lady,3,Average,pinkLady.jpg
77,490,2,3,3914,Gala,1.5,Poor,gala.jpg
37,490,3,1,3915,Gala,1,Average,gala.jpg
43,490,3,2,3915,Honeycrisp,1.5,Average,honeycrisp.jpg
69,490,3,3,3915,Pink Lady,4,Average,pinkLady.jpg
11,490,4,1,3916,Fuji,2,Excellent,fuji.jpg
105,490,4,2,3916,Red Delicious,4,Poor,redDelicious.jpg
82,490,4,3,3916,Gala,2,Poor,gala.jpg
47,490,5,1,3917,Gala,2,Average,gala.jpg
61,490,5,2,3917,Fuji,3.5,Average,fuji.jpg
33,490,5,3,3917,Honeycrisp,4,Excellent,honeycrisp.jpg
85,490,6,1,3918,Red Delicious,2,Poor,redDelicious.jpg
102,490,6,2,3918,Gala,4,Poor,gala.jpg
58,490,6,3,3918,Honeycrisp,3,Average,honeycrisp.jpg
30,490,7,1,3919,Red Delicious,3.5,Excellent,redDelicious.jpg
51,490,7,2,3919,Fuji,2.5,Average,fuji.jpg
90,490,7,3,3919,Red Delicious,2.5,Poor,redDelicious.jpg
17,490,8,1,3920,Gala,2.5,Excellent,gala.jpg
54,490,8,2,3920,Pink Lady,2.5,Average,pinkLady.jpg
9,490,8,3,3920,Pink Lady,1.5,Excellent,pinkLady.jpg
48,491,1,1,3921,Honeycrisp,2,Average,honeycrisp.jpg
10,491,1,2,3921,Red Delicious,1.5,Excellent,redDelicious.jpg
62,491,1,3,3921,Gala,3.5,Average,gala.jpg
24,491,2,1,3922,Pink Lady,3,Excellent,pinkLady.jpg
11,491,2,2,3922,Fuji,2,Excellent,fuji.jpg
46,491,2,3,3922,Fuji,2,Average,fuji.jpg
89,491,3,1,3923,Pink Lady,2.5,Poor,pinkLady.jpg
70,491,3,2,3923,Red Delicious,4,Average,redDelicious.jpg
72,491,3,3,3923,Gala,1,Poor,gala.jpg
37,491,4,1,3924,Gala,1,Average,gala.jpg
73,491,4,2,3924,Honeycrisp,1,Poor,honeycrisp.jpg
39,491,4,3,3924,Pink Lady,1,Average,pinkLady.jpg
84,491,5,1,3925,Pink Lady,2,Poor,pinkLady.jpg
39,491,5,2,3925,Pink Lady,1,Average,pinkLady.jpg
37,491,5,3,3925,Gala,1,Average,gala.jpg
86,491,6,1,3926,Fuji,2.5,Poor,fuji.jpg
70,491,6,2,3926,Red Delicious,4,Average,redDelicious.jpg
37,491,6,3,3926,Gala,1,Average,gala.jpg
104,491,7,1,3927,Pink Lady,4,Poor,pinkLady.jpg
57,491,7,2,3927,Gala,3,Average,gala.jpg
76,491,7,3,3927,Fuji,1.5,Poor,fuji.jpg
20,491,8,1,3928,Red Delicious,2.5,Excellent,redDelicious.jpg
5,491,8,2,3928,Red Delicious,1,Excellent,redDelicious.jpg
21,491,8,3,3928,Fuji,3,Excellent,fuji.jpg
46,492,1,1,3929,Fuji,2,Average,fuji.jpg
96,492,1,2,3929,Fuji,3.5,Poor,fuji.jpg
50,492,1,3,3929,Red Delicious,2,Average,redDelicious.jpg
52,492,2,1,3930,Gala,2.5,Average,gala.jpg
34,492,2,2,3930,Pink Lady,4,Excellent,pinkLady.jpg
76,492,2,3,3930,Fuji,1.5,Poor,fuji.jpg
19,492,3,1,3931,Pink Lady,2.5,Excellent,pinkLady.jpg
83,492,3,2,3931,Honeycrisp,2,Poor,honeycrisp.jpg
27,492,3,3,3931,Gala,3.5,Excellent,gala.jpg
87,492,4,1,3932,Gala,2.5,Poor,gala.jpg
47,492,4,2,3932,Gala,2,Average,gala.jpg
19,492,4,3,3932,Pink Lady,2.5,Excellent,pinkLady.jpg
21,492,5,1,3933,Fuji,3,Excellent,fuji.jpg
29,492,5,2,3933,Pink Lady,3.5,Excellent,pinkLady.jpg
25,492,5,3,3933,Red Delicious,3,Excellent,redDelicious.jpg
69,492,6,1,3934,Pink Lady,4,Average,pinkLady.jpg
32,492,6,2,3934,Gala,4,Excellent,gala.jpg
58,492,6,3,3934,Honeycrisp,3,Average,honeycrisp.jpg
46,492,7,1,3935,Fuji,2,Average,fuji.jpg
16,492,7,2,3935,Fuji,2.5,Excellent,fuji.jpg
102,492,7,3,3935,Gala,4,Poor,gala.jpg
63,492,8,1,3936,Honeycrisp,3.5,Average,honeycrisp.jpg
89,492,8,2,3936,Pink Lady,2.5,Poor,pinkLady.jpg
61,492,8,3,3936,Fuji,3.5,Average,fuji.jpg
88,493,1,1,3937,Honeycrisp,2.5,Poor,honeycrisp.jpg
47,493,1,2,3937,Gala,2,Average,gala.jpg
13,493,1,3,3937,Honeycrisp,2,Excellent,honeycrisp.jpg
35,493,2,1,3938,Red Delicious,4,Excellent,redDelicious.jpg
38,493,2,2,3938,Honeycrisp,1,Average,honeycrisp.jpg
95,493,2,3,3938,Red Delicious,3,Poor,redDelicious.jpg
15,493,3,1,3939,Red Delicious,2,Excellent,redDelicious.jpg
72,493,3,2,3939,Gala,1,Poor,gala.jpg
86,493,3,3,3939,Fuji,2.5,Poor,fuji.jpg
71,493,4,1,3940,Fuji,1,Poor,fuji.jpg
24,493,4,2,3940,Pink Lady,3,Excellent,pinkLady.jpg
4,493,4,3,3940,Pink Lady,1,Excellent,pinkLady.jpg
28,493,5,1,3941,Honeycrisp,3.5,Excellent,honeycrisp.jpg
43,493,5,2,3941,Honeycrisp,1.5,Average,honeycrisp.jpg
4,493,5,3,3941,Pink Lady,1,Excellent,pinkLady.jpg
63,493,6,1,3942,Honeycrisp,3.5,Average,honeycrisp.jpg
17,493,6,2,3942,Gala,2.5,Excellent,gala.jpg
2,493,6,3,3942,Gala,1,Excellent,gala.jpg
22,493,7,1,3943,Gala,3,Excellent,gala.jpg
44,493,7,2,3943,Pink Lady,1.5,Average,pinkLady.jpg
6,493,7,3,3943,Fuji,1.5,Excellent,fuji.jpg
66,493,8,1,3944,Fuji,4,Average,fuji.jpg
26,493,8,2,3944,Fuji,3.5,Excellent,fuji.jpg
24,493,8,3,3944,Pink Lady,3,Excellent,pinkLady.jpg
8,494,1,1,3945,Honeycrisp,1.5,Excellent,honeycrisp.jpg
43,494,1,2,3945,Honeycrisp,1.5,Average,honeycrisp.jpg
31,494,1,3,3945,Fuji,4,Excellent,fuji.jpg
68,494,2,1,3946,Honeycrisp,4,Average,honeycrisp.jpg
42,494,2,2,3946,Gala,1.5,Average,gala.jpg
58,494,2,3,3946,Honeycrisp,3,Average,honeycrisp.jpg
23,494,3,1,3947,Honeycrisp,3,Excellent,honeycrisp.jpg
89,494,3,2,3947,Pink Lady,2.5,Poor,pinkLady.jpg
11,494,3,3,3947,Fuji,2,Excellent,fuji.jpg
34,494,4,1,3948,Pink Lady,4,Excellent,pinkLady.jpg
60,494,4,2,3948,Red Delicious,3,Average,redDelicious.jpg
30,494,4,3,3948,Red Delicious,3.5,Excellent,redDelicious.jpg
28,494,5,1,3949,Honeycrisp,3.5,Excellent,honeycrisp.jpg
31,494,5,2,3949,Fuji,4,Excellent,fuji.jpg
14,494,5,3,3949,Pink Lady,2,Excellent,pinkLady.jpg
20,494,6,1,3950,Red Delicious,2.5,Excellent,redDelicious.jpg
25,494,6,2,3950,Red Delicious,3,Excellent,redDelicious.jpg
34,494,6,3,3950,Pink Lady,4,Excellent,pinkLady.jpg
80,494,7,1,3951,Red Delicious,1.5,Poor,redDelicious.jpg
46,494,7,2,3951,Fuji,2,Average,fuji.jpg
52,494,7,3,3951,Gala,2.5,Average,gala.jpg
82,494,8,1,3952,Gala,2,Poor,gala.jpg
104,494,8,2,3952,Pink Lady,4,Poor,pinkLady.jpg
68,494,8,3,3952,Honeycrisp,4,Average,honeycrisp.jpg
73,495,1,1,3953,Honeycrisp,1,Poor,honeycrisp.jpg
59,495,1,2,3953,Pink Lady,3,Average,pinkLady.jpg
68,495,1,3,3953,Honeycrisp,4,Average,honeycrisp.jpg
51,495,2,1,3954,Fuji,2.5,Average,fuji.jpg
89,495,2,2,3954,Pink Lady,2.5,Poor,pinkLady.jpg
103,495,2,3,3954,Honeycrisp,4,Poor,honeycrisp.jpg
7,495,3,1,3955,Gala,1.5,Excellent,gala.jpg
105,495,3,2,3955,Red Delicious,4,Poor,redDelicious.jpg
26,495,3,3,3955,Fuji,3.5,Excellent,fuji.jpg
13,495,4,1,3956,Honeycrisp,2,Excellent,honeycrisp.jpg
5,495,4,2,3956,Red Delicious,1,Excellent,redDelicious.jpg
80,495,4,3,3956,Red Delicious,1.5,Poor,redDelicious.jpg
45,495,5,1,3957,Red Delicious,1.5,Average,redDelicious.jpg
66,495,5,2,3957,Fuji,4,Average,fuji.jpg
84,495,5,3,3957,Pink Lady,2,Poor,pinkLady.jpg
17,495,6,1,3958,Gala,2.5,Excellent,gala.jpg
92,495,6,2,3958,Gala,3,Poor,gala.jpg
64,495,6,3,3958,Pink Lady,3.5,Average,pinkLady.jpg
81,495,7,1,3959,Fuji,2,Poor,fuji.jpg
90,495,7,2,3959,Red Delicious,2.5,Poor,redDelicious.jpg
70,495,7,3,3959,Red Delicious,4,Average,redDelicious.jpg
3,495,8,1,3960,Honeycrisp,1,Excellent,honeycrisp.jpg
33,495,8,2,3960,Honeycrisp,4,Excellent,honeycrisp.jpg
40,495,8,3,3960,Red Delicious,1,Average,redDelicious.jpg
36,496,1,1,3961,Fuji,1,Average,fuji.jpg
3,496,1,2,3961,Honeycrisp,1,Excellent,honeycrisp.jpg
81,496,1,3,3961,Fuji,2,Poor,fuji.jpg
17,496,2,1,3962,Gala,2.5,Excellent,gala.jpg
37,496,2,2,3962,Gala,1,Average,gala.jpg
88,496,2,3,3962,Honeycrisp,2.5,Poor,honeycrisp.jpg
65,496,3,1,3963,Red Delicious,3.5,Average,redDelicious.jpg
26,496,3,2,3963,Fuji,3.5,Excellent,fuji.jpg
97,496,3,3,3963,Gala,3.5,Poor,gala.jpg
46,496,4,1,3964,Fuji,2,Average,fuji.jpg
60,496,4,2,3964,Red Delicious,3,Average,redDelicious.jpg
23,496,4,3,3964,Honeycrisp,3,Excellent,honeycrisp.jpg
32,496,5,1,3965,Gala,4,Excellent,gala.jpg
36,496,5,2,3965,Fuji,1,Average,fuji.jpg
71,496,5,3,3965,Fuji,1,Poor,fuji.jpg
97,496,6,1,3966,Gala,3.5,Poor,gala.jpg
74,496,6,2,3966,Pink Lady,1,Poor,pinkLady.jpg
82,496,6,3,3966,Gala,2,Poor,gala.jpg
67,496,7,1,3967,Gala,4,Average,gala.jpg
97,496,7,2,3967,Gala,3.5,Poor,gala.jpg
61,496,7,3,3967,Fuji,3.5,Average,fuji.jpg
3,496,8,1,3968,Honeycrisp,1,Excellent,honeycrisp.jpg
93,496,8,2,3968,Honeycrisp,3,Poor,honeycrisp.jpg
95,496,8,3,3968,Red Delicious,3,Poor,redDelicious.jpg
58,497,1,1,3969,Honeycrisp,3,Average,honeycrisp.jpg
70,497,1,2,3969,Red Delicious,4,Average,redDelicious.jpg
18,497,1,3,3969,Honeycrisp,2.5,Excellent,honeycrisp.jpg
37,497,2,1,3970,Gala,1,Average,gala.jpg
11,497,2,2,3970,Fuji,2,Excellent,fuji.jpg
9,497,2,3,3970,Pink Lady,1.5,Excellent,pinkLady.jpg
66,497,3,1,3971,Fuji,4,Average,fuji.jpg
83,497,3,2,3971,Honeycrisp,2,Poor,honeycrisp.jpg
8,497,3,3,3971,Honeycrisp,1.5,Excellent,honeycrisp.jpg
56,497,4,1,3972,Fuji,3,Average,fuji.jpg
40,497,4,2,3972,Red Delicious,1,Average,redDelicious.jpg
36,497,4,3,3972,Fuji,1,Average,fuji.jpg
61,497,5,1,3973,Fuji,3.5,Average,fuji.jpg
46,497,5,2,3973,Fuji,2,Average,fuji.jpg
26,497,5,3,3973,Fuji,3.5,Excellent,fuji.jpg
53,497,6,1,3974,Honeycrisp,2.5,Average,honeycrisp.jpg
65,497,6,2,3974,Red Delicious,3.5,Average,redDelicious.jpg
63,497,6,3,3974,Honeycrisp,3.5,Average,honeycrisp.jpg
103,497,7,1,3975,Honeycrisp,4,Poor,honeycrisp.jpg
27,497,7,2,3975,Gala,3.5,Excellent,gala.jpg
97,497,7,3,3975,Gala,3.5,Poor,gala.jpg
73,497,8,1,3976,Honeycrisp,1,Poor,honeycrisp.jpg
26,497,8,2,3976,Fuji,3.5,Excellent,fuji.jpg
20,497,8,3,3976,Red Delicious,2.5,Excellent,redDelicious.jpg
75,498,1,1,3977,Red Delicious,1,Poor,redDelicious.jpg
52,498,1,2,3977,Gala,2.5,Average,gala.jpg
54,498,1,3,3977,Pink Lady,2.5,Average,pinkLady.jpg
72,498,2,1,3978,Gala,1,Poor,gala.jpg
90,498,2,2,3978,Red Delicious,2.5,Poor,redDelicious.jpg
1,498,2,3,3978,Fuji,1,Excellent,fuji.jpg
57,498,3,1,3979,Gala,3,Average,gala.jpg
7,498,3,2,3979,Gala,1.5,Excellent,gala.jpg
21,498,3,3,3979,Fuji,3,Excellent,fuji.jpg
13,498,4,1,3980,Honeycrisp,2,Excellent,honeycrisp.jpg
59,498,4,2,3980,Pink Lady,3,Average,pinkLady.jpg
48,498,4,3,3980,Honeycrisp,2,Average,honeycrisp.jpg
83,498,5,1,3981,Honeycrisp,2,Poor,honeycrisp.jpg
57,498,5,2,3981,Gala,3,Average,gala.jpg
81,498,5,3,3981,Fuji,2,Poor,fuji.jpg
26,498,6,1,3982,Fuji,3.5,Excellent,fuji.jpg
81,498,6,2,3982,Fuji,2,Poor,fuji.jpg
21,498,6,3,3982,Fuji,3,Excellent,fuji.jpg
99,498,7,1,3983,Pink Lady,3.5,Poor,pinkLady.jpg
21,498,7,2,3983,Fuji,3,Excellent,fuji.jpg
60,498,7,3,3983,Red Delicious,3,Average,redDelicious.jpg
87,498,8,1,3984,Gala,2.5,Poor,gala.jpg
88,498,8,2,3984,Honeycrisp,2.5,Poor,honeycrisp.jpg
76,498,8,3,3984,Fuji,1.5,Poor,fuji.jpg
7,499,1,1,3985,Gala,1.5,Excellent,gala.jpg
8,499,1,2,3985,Honeycrisp,1.5,Excellent,honeycrisp.jpg
52,499,1,3,3985,Gala,2.5,Average,gala.jpg
86,499,2,1,3986,Fuji,2.5,Poor,fuji.jpg
96,499,2,2,3986,Fuji,3.5,Poor,fuji.jpg
63,499,2,3,3986,Honeycrisp,3.5,Average,honeycrisp.jpg
35,499,3,1,3987,Red Delicious,4,Excellent,redDelicious.jpg
52,499,3,2,3987,Gala,2.5,Average,gala.jpg
105,499,3,3,3987,Red Delicious,4,Poor,redDelicious.jpg
9,499,4,1,3988,Pink Lady,1.5,Excellent,pinkLady.jpg
84,499,4,2,3988,Pink Lady,2,Poor,pinkLady.jpg
86,499,4,3,3988,Fuji,2.5,Poor,fuji.jpg
42,499,5,1,3989,Gala,1.5,Average,gala.jpg
2,499,5,2,3989,Gala,1,Excellent,gala.jpg
22,499,5,3,3989,Gala,3,Excellent,gala.jpg
59,499,6,1,3990,Pink Lady,3,Average,pinkLady.jpg
16,499,6,2,3990,Fuji,2.5,Excellent,fuji.jpg
63,499,6,3,3990,Honeycrisp,3.5,Average,honeycrisp.jpg
25,499,7,1,3991,Red Delicious,3,Excellent,redDelicious.jpg
27,499,7,2,3991,Gala,3.5,Excellent,gala.jpg
37,499,7,3,3991,Gala,1,Average,gala.jpg
102,499,8,1,3992,Gala,4,Poor,gala.jpg
89,499,8,2,3992,Pink Lady,2.5,Poor,pinkLady.jpg
6,499,8,3,3992,Fuji,1.5,Excellent,fuji.jpg
45,500,1,1,3993,Red Delicious,1.5,Average,redDelicious.jpg
103,500,1,2,3993,Honeycrisp,4,Poor,honeycrisp.jpg
84,500,1,3,3993,Pink Lady,2,Poor,pinkLady.jpg
37,500,2,1,3994,Gala,1,Average,gala.jpg
60,500,2,2,3994,Red Delicious,3,Average,redDelicious.jpg
16,500,2,3,3994,Fuji,2.5,Excellent,fuji.jpg
100,500,3,1,3995,Red Delicious,3.5,Poor,redDelicious.jpg
1,500,3,2,3995,Fuji,1,Excellent,fuji.jpg
44,500,3,3,3995,Pink Lady,1.5,Average,pinkLady.jpg
30,500,4,1,3996,Red Delicious,3.5,Excellent,redDelicious.jpg
91,500,4,2,3996,Fuji,3,Poor,fuji.jpg
80,500,4,3,3996,Red Delicious,1.5,Poor,redDelicious.jpg
8,500,5,1,3997,Honeycrisp,1.5,Excellent,honeycrisp.jpg
101,500,5,2,3997,Fuji,4,Poor,fuji.jpg
73,500,5,3,3997,Honeycrisp,1,Poor,honeycrisp.jpg
15,500,6,1,3998,Red Delicious,2,Excellent,redDelicious.jpg
57,500,6,2,3998,Gala,3,Average,gala.jpg
76,500,6,3,3998,Fuji,1.5,Poor,fuji.jpg
91,500,7,1,3999,Fuji,3,Poor,fuji.jpg
10,500,7,2,3999,Red Delicious,1.5,Excellent,redDelicious.jpg
20,500,7,3,3999,Red Delicious,2.5,Excellent,redDelicious.jpg
93,500,8,1,4000,Honeycrisp,3,Poor,honeycrisp.jpg
70,500,8,2,4000,Red Delicious,4,Average,redDelicious.jpg
69,500,8,3,4000,Pink Lady,4,Average,pinkLady.jpg
85,501,1,1,4001,Red Delicious,2,Poor,redDelicious.jpg
4,501,1,2,4001,Pink Lady,1,Excellent,pinkLady.jpg
53,501,1,3,4001,Honeycrisp,2.5,Average,honeycrisp.jpg
100,501,2,1,4002,Red Delicious,3.5,Poor,redDelicious.jpg
92,501,2,2,4002,Gala,3,Poor,gala.jpg
26,501,2,3,4002,Fuji,3.5,Excellent,fuji.jpg
60,501,3,1,4003,Red Delicious,3,Average,redDelicious.jpg
84,501,3,2,4003,Pink Lady,2,Poor,pinkLady.jpg
67,501,3,3,4003,Gala,4,Average,gala.jpg
17,501,4,1,4004,Gala,2.5,Excellent,gala.jpg
55,501,4,2,4004,Red Delicious,2.5,Average,redDelicious.jpg
72,501,4,3,4004,Gala,1,Poor,gala.jpg
68,501,5,1,4005,Honeycrisp,4,Average,honeycrisp.jpg
65,501,5,2,4005,Red Delicious,3.5,Average,redDelicious.jpg
41,501,5,3,4005,Fuji,1.5,Average,fuji.jpg
58,501,6,1,4006,Honeycrisp,3,Average,honeycrisp.jpg
40,501,6,2,4006,Red Delicious,1,Average,redDelicious.jpg
84,501,6,3,4006,Pink Lady,2,Poor,pinkLady.jpg
42,501,7,1,4007,Gala,1.5,Average,gala.jpg
15,501,7,2,4007,Red Delicious,2,Excellent,redDelicious.jpg
21,501,7,3,4007,Fuji,3,Excellent,fuji.jpg
81,501,8,1,4008,Fuji,2,Poor,fuji.jpg
67,501,8,2,4008,Gala,4,Average,gala.jpg
91,501,8,3,4008,Fuji,3,Poor,fuji.jpg
85,502,1,1,4009,Red Delicious,2,Poor,redDelicious.jpg
62,502,1,2,4009,Gala,3.5,Average,gala.jpg
34,502,1,3,4009,Pink Lady,4,Excellent,pinkLady.jpg
105,502,2,1,4010,Red Delicious,4,Poor,redDelicious.jpg
103,502,2,2,4010,Honeycrisp,4,Poor,honeycrisp.jpg
69,502,2,3,4010,Pink Lady,4,Average,pinkLady.jpg
75,502,3,1,4011,Red Delicious,1,Poor,redDelicious.jpg
30,502,3,2,4011,Red Delicious,3.5,Excellent,redDelicious.jpg
19,502,3,3,4011,Pink Lady,2.5,Excellent,pinkLady.jpg
55,502,4,1,4012,Red Delicious,2.5,Average,redDelicious.jpg
18,502,4,2,4012,Honeycrisp,2.5,Excellent,honeycrisp.jpg
95,502,4,3,4012,Red Delicious,3,Poor,redDelicious.jpg
10,502,5,1,4013,Red Delicious,1.5,Excellent,redDelicious.jpg
89,502,5,2,4013,Pink Lady,2.5,Poor,pinkLady.jpg
79,502,5,3,4013,Pink Lady,1.5,Poor,pinkLady.jpg
68,502,6,1,4014,Honeycrisp,4,Average,honeycrisp.jpg
70,502,6,2,4014,Red Delicious,4,Average,redDelicious.jpg
45,502,6,3,4014,Red Delicious,1.5,Average,redDelicious.jpg
98,502,7,1,4015,Honeycrisp,3.5,Poor,honeycrisp.jpg
40,502,7,2,4015,Red Delicious,1,Average,redDelicious.jpg
99,502,7,3,4015,Pink Lady,3.5,Poor,pinkLady.jpg
35,502,8,1,4016,Red Delicious,4,Excellent,redDelicious.jpg
36,502,8,2,4016,Fuji,1,Average,fuji.jpg
60,502,8,3,4016,Red Delicious,3,Average,redDelicious.jpg
74,503,1,1,4017,Pink Lady,1,Poor,pinkLady.jpg
105,503,1,2,4017,Red Delicious,4,Poor,redDelicious.jpg
67,503,1,3,4017,Gala,4,Average,gala.jpg
54,503,2,1,4018,Pink Lady,2.5,Average,pinkLady.jpg
51,503,2,2,4018,Fuji,2.5,Average,fuji.jpg
64,503,2,3,4018,Pink Lady,3.5,Average,pinkLady.jpg
18,503,3,1,4019,Honeycrisp,2.5,Excellent,honeycrisp.jpg
